,0
194,224121.60601150003
195,39161.8961845
196,31327.491054500006
197,96557.840787
198,412599.1416600001
199,31600.155171000002
200,174135.324242
201,33224.6656605
202,28699.735651999996
203,196935.87058
204,39078.900138
205,36903.3268385
206,64737.113916499984
207,258460.45039500008
208,118300.95354550003
209,36932.972119
210,38424.7488155
211,9402.518588750001
212,81988.95110749999
213,294947.43562
214,77489.280466
215,266506.7304649999
216,47255.116578500005
217,184939.85181249998
218,55998.32156199999
219,25771.428226549997
220,263131.7870349999
221,35943.586931
222,115676.89314849998
223,43824.08402100001
224,52653.2267735
225,318164.4224500001
226,24508.092919850005
227,11437.488523
228,23396.117506000002
229,54122.135243
230,142927.82598700002
231,16711.095972749998
232,29956.04600999999
233,59702.122126999995
234,105341.323941
235,44348.64269700001
236,224979.20324
237,17034.122421500004
238,107905.161506
239,17698.636025599997
240,31984.770536999993
241,24719.0547745
242,109502.45706550001
243,299812.41240499995
244,39248.96804249999
245,10381.503876949999
246,10552.261794100003
247,23988.047253
248,48990.241399000006
249,48570.32802499998
250,143212.3735415
251,99895.71044800001
252,49441.69446849999
253,476892.73786000005
254,78300.488476
255,15163.0583595
256,58074.509363000005
257,53246.87342950001
258,58658.359424
259,28114.031282000004
260,209484.064975
261,33990.425787
262,37506.248429
263,30845.328802000004
264,634695.520485
265,137464.04737000004
266,97702.23266450001
267,511088.2938450001
268,57183.378208500006
269,27948.282092
270,153730.0567255
271,12387.837701
272,32242.605875
273,43606.717713
274,31983.097962499996
275,378317.03627499996
276,28933.391037
277,76454.871967
278,57788.6469605
279,118298.47440250001
280,10241.738647449998
281,221069.072
282,347385.2526850001
283,67125.95558650003
284,33573.1861835
285,20794.5582999
286,126235.33351650003
287,92312.67046650001
288,334443.6793
289,117635.09514899999
290,61987.14724849999
291,55916.32185000001
292,39715.2196195
293,31997.41606200001
294,82760.279235
295,295256.356275
296,126683.78330449997
297,36496.6966485
298,617471.142825
299,24815.089242000005
300,317526.04853000003
301,29377.4990355
302,239769.30354
303,58683.9588675
304,50673.1317035
305,45971.994885500004
306,9624.4621132
307,30160.400002499995
308,12816.750489049999
309,38676.302607000005
310,109571.61845400001
311,23955.679576
312,44961.274038999996
313,33485.288736
314,178171.76779
315,43387.811384
316,36753.0425465
317,88744.7518615
318,28825.0136635
319,96584.62117999999
320,40593.4602785
321,145898.621235
322,45629.143400500005
323,25505.7766455
324,24042.205573000003
325,27653.313089499996
326,602203.2709700001
327,65467.16301399999
328,15975.813874
329,89750.904223
330,361937.153265
331,258890.57538999998
332,170267.62746549997
333,260166.69973499997
334,96758.76598000001
335,77128.7394385
336,289837.05144999997
337,288729.803905
338,226706.793519
339,165079.771052
340,153799.04230200002
341,67779.4976175
342,32522.1693445
343,237579.24547500006
344,237658.10400000005
345,339993.161695
346,36985.155802
347,637685.9485000002
348,12584.778730799997
349,36046.261314999996
350,40661.83791649999
351,25533.198759000006
352,52266.111603000005
353,16564.846763
354,23330.2324725
355,29826.244325500003
356,80089.60386
357,29100.647041
358,35698.040445000006
359,4097.60809237
360,172796.2902585
361,58671.426160500014
362,66464.14258799999
363,61525.70628300002
364,71571.29334299998
365,52885.31309000001
366,19080.386154599997
367,113988.0499935
368,51086.82931349999
369,46972.0026395
370,21472.822243
371,3906.0986395949994
372,13082.966171800002
373,13414.139385749999
374,49033.5643675
375,119518.4011315
376,32025.9833185
377,304938.58412
378,81139.7702275
379,61465.6449515
380,7763.1999553000005
381,28805.165579500004
382,97042.63255050001
383,135825.6283135
384,48385.65490049999
385,133269.0974735
386,84027.8324855
387,87812.51621
388,77076.59406100001
389,13501.293753335001
390,218959.71666449998
391,7739.0094845
392,189795.298705
393,62176.631286499985
394,35964.1581465
395,31487.5652725
396,17661.51326821
397,18753.8382488
398,96589.19345699999
399,66031.704377
400,65038.238390999984
401,19164.2758985
402,65951.11271599999
403,42887.0175615
404,272559.96630599996
405,89161.8861115
406,92517.80722000002
407,130581.267276
408,628886.837395
409,108439.375532
410,97910.118293
411,49323.463490999995
412,24305.646331
413,8322.396827049999
414,10887.500028350001
415,57079.39023800001
416,19050.614455500006
417,102687.29410400002
418,74158.84771799999
419,26085.134675
420,58583.06493900002
421,136218.628238
422,73270.63728249999
423,117073.01679049998
424,54739.924005500005
425,197769.04844500002
426,45303.38542699999
427,239980.1326515
428,82189.65560700001
429,50284.61654450001
430,5746.129343630001
431,41584.81517450001
432,92299.32777349997
433,197940.82590499998
434,246658.13939499995
435,5204.7125783
436,18506.43899165
437,133233.699013
438,39342.679908000006
439,67351.61891549999
440,101298.6702115
441,100879.55618500002
442,31521.5297235
443,81141.211942
444,137296.13760750002
445,11489.0102044
446,214124.98862000002
447,38199.0249635
448,465649.62586999993
449,36095.5847065
450,28404.039982999995
451,61739.253472
452,548619.1213300001
453,560116.35173
454,77058.85621899998
455,81650.2380855
456,46151.16836050001
457,111797.3106195
458,14496.308110099999
459,19543.613478499996
460,82696.363469
461,856925.51468
462,47789.0033125
463,147762.83456999998
464,116671.0732435
465,65292.72226249999
466,54982.38868399999
467,314247.61939
468,55840.8634205
469,27110.77523040001
470,75034.5633605
471,124013.35287900001
472,222116.6864345
473,45516.40153650001
474,78399.705955
475,61111.720822999996
476,23361.808962500003
477,51410.0170845
478,270479.1885
479,42562.8220525
480,14105.079199999998
481,64098.100063000005
482,64434.782886999994
483,34663.1409865
484,79293.418056
485,12524.499096226
486,66336.6130985
487,140377.4928825
488,28965.1293125
489,260167.84981699995
490,44547.77282899999
491,75623.401204
492,19134.875333999997
493,24566.1092175
494,159234.738911
495,68723.44048399999
496,265758.42652000004
497,57338.24938000001
498,48463.6278915
499,315151.814595
500,10015.727671149998
501,10836.927038150001
502,24721.825389999998
503,188139.6704375
504,9781.6680765
505,50784.290751
506,10785.1920993
507,67543.7827315
508,94379.987245
509,57300.44863349999
510,35680.909126499995
511,28140.730134500005
512,64317.44529100001
513,79736.917733
514,76977.1856305
515,10105.549764000003
516,35333.4943385
517,91408.27955849997
518,11085.701187850002
519,48550.5279515
520,42490.995724
521,73971.98338350002
522,105336.87225050002
523,9176.60507025
524,62246.35277900001
525,22611.2230015
526,18901.288264900002
527,111308.70940149999
528,45954.219560000005
529,16996.947453799996
530,71382.82965900001
531,5632.07586345
532,17512.52553545
533,40802.171131999996
534,35596.058930499996
535,20965.2791335
536,92251.0627915
537,137602.998979
538,174854.31196699996
539,111014.57516949999
540,228961.483965
541,39207.05236849999
542,90151.15912199998
543,54935.2108779
544,16502.028534999998
545,249799.62905000002
546,29807.0134525
547,74082.06079350002
548,160642.25987800007
549,59460.89762650002
550,201674.99706050003
551,36202.00240799999
552,31103.161789000005
553,91174.02017650002
554,319786.3358250001
555,85245.1353955
556,133280.88104050004
557,7707.926730699999
558,169205.53783
559,40226.2559905
560,80416.8999215
561,21642.2331355
562,99625.754298
563,58594.71839950001
564,85985.33149499999
565,39398.036447000006
566,26874.266187999998
567,141687.88140200003
568,24001.412362500007
569,142046.03852300002
570,393997.33763499995
571,100959.32010099999
572,28074.717141999998
573,41598.2529925
574,22415.741155849995
575,134247.344504
576,39805.3069165
577,161653.88287500004
578,159075.28297000003
579,27189.662672000006
580,58615.83385800001
581,89692.84278149999
582,62891.245684999994
583,363143.477845
584,366023.07013
585,95876.3263865
586,154810.68708150001
587,31271.506314500002
588,14551.995579399998
589,6892.132744199998
590,205382.38198
591,45332.69651750001
592,27850.728555
593,150552.11809250002
594,44048.018615999994
595,261063.17828000005
596,11090.685682700001
597,93503.032854
598,32090.086527500003
599,21077.9448955
600,31011.124412499998
601,36187.908223000006
602,79231.48233250002
603,46220.412032500004
604,49157.72211500001
605,5014.633666499999
606,24021.463781500002
607,199188.84735399997
608,13550.699201000001
609,65813.521748
610,151255.848153
611,14786.808809514998
612,46097.964721499986
613,29103.5375045
614,74393.4416395
615,133044.0724995
616,43388.510112
617,145474.85769
618,177387.88700249995
619,87245.7601295
620,142900.496463
621,62958.204538499995
622,70407.34690500001
623,48158.101884
624,363373.8926300001
625,41204.69784650001
626,28472.179265500006
627,30214.037851499997
628,94410.22166850002
629,81162.838419
630,26721.6491915
631,41676.5276125
632,129276.835484
633,38558.65896750001
634,50312.836058000015
635,57480.269992
636,49367.827988
637,50598.435467999996
638,200338.99639499997
639,152526.88589499998
640,53856.732218000005
641,57493.63647400001
642,71435.06258449999
643,178799.854985
644,20433.2062975
645,45526.509573999996
646,29523.59767799999
647,28680.283254
648,330645.79958
649,40454.930675899996
650,101579.32926399999
651,60882.306137
652,10505.125511760001
653,31093.041014
654,54208.788034499994
655,31171.031473000003
656,20960.02077805
657,43789.3445965
658,19384.5222005
659,38345.452729000004
660,58905.16698099999
661,26632.935294500006
662,13010.1768261
663,296477.44270500005
664,820644.376635
665,100840.25694099999
666,47977.66141800001
667,139724.84495400003
668,73669.712503
669,91526.42072750001
670,325718.7725025
671,376582.31756
672,108917.59979150002
673,24229.691214
674,34411.04062199999
675,86474.9264255
676,8153.558404314998
677,219187.25490499995
678,104014.87038800001
679,68045.70320249998
680,22302.124952000006
681,29179.482803499995
682,26510.532998499995
683,38149.1146015
684,13290.05733815
685,123881.11224299998
686,97339.45979999998
687,26545.822167999995
688,106925.64743849999
689,5062.9660214
690,179025.19324999998
691,57641.31443700001
692,38020.562345
693,16928.429155099995
694,26496.141986399998
695,111221.65100400001
696,21225.415449250002
697,53555.33947799999
698,33069.380404999996
699,145135.35077150003
700,38152.5344
701,112972.92963950001
702,214308.40818849998
703,114753.2112955
704,66174.52946199999
705,531383.1526799999
706,260778.584905
707,376738.41768
708,134530.01673699997
709,31724.270737000006
710,42697.98611350001
711,125174.75664850001
712,60528.534005500005
713,36485.12614949999
714,144972.91927700004
715,167024.0865485
716,55270.72144500001
717,137006.41499999998
718,7170.655854850001
719,43460.350223500005
720,116967.23734849998
721,129589.63799099997
722,39275.803549
723,18295.124842499998
724,126366.61962399997
725,76178.801143
726,28876.4769005
727,30330.310217500002
728,42863.519880499996
729,27962.491704499997
730,67529.73963150001
731,56769.39977
732,5062.195983495
733,66340.669008
734,102323.95620750001
735,48532.1682655
736,30915.429563499994
737,45383.93603550001
738,17377.4480955
739,63591.569206
740,261641.344995
741,15387.765702499999
742,57274.5126635
743,135218.81727500004
744,314080.1105709999
745,18071.239198399995
746,54378.819733
747,9578.49515905
748,14010.3923656
749,27124.665303000005
750,92319.402952
751,112889.1443765
752,37540.22242400001
753,62684.65822549999
754,428918.28939000017
755,63582.106024000015
756,5803.92167
757,275017.653385
758,40605.5017155
759,17517.8344065
760,98055.94296500002
761,44415.199119
762,61428.45814400001
763,81620.54709300002
764,16448.816205199997
765,5441.487283214999
766,37721.976968
767,71563.35996149998
768,282400.217605
769,26151.0595995
770,116977.09262699999
771,27636.451200499996
772,63581.07163749998
773,454255.07589
774,16599.318530900004
775,89284.91254849998
776,39851.110819999994
777,62179.05683500001
778,8983.1984345
779,105607.215772
780,25258.89732245
781,50971.619307500005
782,32009.540025500006
783,28942.864795500005
784,815769.64157
785,178836.87445499998
786,160324.17534500003
787,93475.41021650002
788,33261.4239565
789,45425.1914065
790,30566.10630949999
791,13241.457420749997
792,92819.2100115
793,24568.121078450004
794,41781.624869499996
795,95285.8541875
796,150599.85958
797,235068.95679500006
798,13418.636301850003
799,69767.692885
800,687911.6799799999
801,28217.241514
802,42929.15553039999
803,56373.41755649998
804,67582.232253
805,74977.9590915
806,29961.419407
807,10607.668114019998
808,100019.510002
809,356765.34274999995
810,18009.72146675
811,61124.75401
812,30928.843133000006
813,21443.0573665
814,251492.180895
815,35741.906448500005
816,159966.307535
817,116996.0489275
818,84601.430934
819,190986.02664000003
820,52733.5302455
821,43063.700033999994
822,34745.12506800001
823,51115.10465549999
824,32909.488806999994
825,67864.3810175
826,235217.59045850005
827,22568.904358
828,45922.783875
829,59524.78250200001
830,27802.320141499997
831,18889.1581749
832,51204.95519349999
833,19918.3712685
834,64650.08463900001
835,21687.878905499998
836,64108.681471
837,127381.3184415
838,68572.51952900001
839,77293.30879050001
840,49738.8706025
841,151050.1100445
842,34640.675737
843,105291.91785099998
844,359152.372465
845,53352.214977
846,158409.080896
847,63411.609235499986
848,167214.8003415
849,33432.557328
850,18364.735986999996
851,69232.89000550003
852,173025.4501665
853,54071.039356999994
854,149946.7066765
855,110597.93805250002
856,115471.57194150002
857,216983.753679
858,26061.454707000004
859,316733.37551049987
860,25979.2242075
861,309514.7622725001
862,41764.882616
863,29953.36054
864,46941.2076795
865,124584.86835199999
866,30805.371445999994
867,164844.57407499998
868,11722.793478000001
869,74222.4908645
870,236160.03551499997
871,5594.700507650001
872,239681.386385
873,5537.75234525
874,46972.75830100001
875,86290.77876300001
876,79428.515747
877,184020.96273000003
878,33470.57293
879,145189.686391
880,68766.1283848
881,94894.86867149998
882,199729.29600000006
883,36001.655814
884,488067.65477
885,438039.41394499986
886,47321.311949499985
887,37833.5790365
888,400793.471775
889,29406.488578
890,23878.649620999997
891,40940.716324
892,106418.4120295
893,18162.517060000002
894,97435.65271984998
895,75136.106061
896,166265.57437499997
897,133026.37622000003
898,53034.9472495
899,29464.043714
900,223632.992755
901,21202.4724485
902,3341.5703655950006
903,33110.1022175
904,109017.64386849997
905,26260.353844999998
906,56547.9889875
907,58582.742916
908,23955.9432238
909,183004.89176
910,157070.52205099998
911,44770.2076045
912,58343.164596999995
913,10089.5565723
914,7481.94004465
915,477037.803625
916,153726.7684055
917,64109.73229250001
918,14879.4897647
919,142216.987911
920,14425.776647799998
921,192536.871955
922,281230.88147
923,83248.99109450002
924,65784.435791
925,45544.36873550001
926,34516.312916999996
927,17290.9021218
928,184770.31814350002
929,54713.19343149998
930,62381.1621845
931,162664.925015
932,9765.238644649999
933,9694.529944599999
934,32612.13664599999
935,75555.45704
936,418903.52367500006
937,71811.80428899999
938,216379.33908000006
939,12859.57015825
940,55578.74266249999
941,72454.02272950001
942,136144.18392050004
943,374738.176145
944,64719.99998650001
945,19623.825933000007
946,29534.54212050001
947,416729.5365149999
948,26490.070070999995
949,281116.38624
950,45460.624341
951,81905.99760250002
952,39420.47910699999
953,33279.95553600001
954,46917.9940125
955,52846.87283650001
956,141469.71842
957,42049.5564715
958,21322.362249999995
959,38880.57859600001
960,57425.40344799999
961,27521.964331000003
962,20162.719691
963,8647.3670168
964,352084.91547999997
965,119831.76067900001
966,30529.19023975
967,210120.84804500002
968,52508.7200725
969,117760.492351
970,21818.427548999996
971,38512.37166400001
972,1035080.675805
973,36988.4148065
974,17325.577652499993
975,33537.440762499995
976,27290.179603500008
977,66259.538226
978,181738.18518850004
979,53582.364354
980,49242.8411985
981,50139.208219
982,27696.178832499998
983,8899.72862335
984,70528.9100045
985,233248.93980999998
986,561508.9284849999
987,51122.013567500006
988,37718.003188999995
989,98289.48557600004
990,24934.996494000003
991,16082.455785999997
992,28456.3926085
993,22142.277349000004
994,24845.793883000002
995,63004.69720000001
996,87921.05846600002
997,29494.531172500003
998,9086.342337400001
999,156806.11352250003
1000,7700.3101822
1001,175063.9662805
1002,27286.8951075
1003,384389.8865
1004,45644.19217450001
1005,42657.47050149999
1006,22671.062085000005
1007,44733.22196850001
1008,19418.8100639
1009,76265.44801299999
1010,91222.30390199999
1011,11148.5022586
1012,43269.84121949999
1013,25751.629062999993
1014,4746.180169230001
1015,28524.606641
1016,25501.283452500003
1017,22855.07801875
1018,16816.149168699998
1019,54389.999081999995
1020,77978.71586550001
1021,182464.53905
1022,314671.21193000005
1023,70628.82339299998
1024,37663.2674535
1025,101236.38441149998
1026,42519.9112005
1027,36546.39123949999
1028,52459.50329100001
1029,39449.38604
1030,50274.17741250001
1031,10494.4324153
1032,7697.874502350001
1033,36096.3458795
1034,27479.077555000003
1035,110335.25494049999
1036,37404.545693
1037,62381.938419499995
1038,7080.337308650001
1039,86797.879452
1040,30564.033518000004
1041,28500.9621125
1042,111306.04110900001
1043,93621.446326
1044,53174.8785775
1045,83996.46924549999
1046,36002.431177000006
1047,14752.597423
1048,221910.29855999997
1049,27300.059621
1050,337556.03331999993
1051,1058182.177246
1052,38208.641372000006
1053,15010.016262950001
1054,26775.759507499995
1055,130021.6029695
1056,82420.0256415
1057,141127.9354405
1058,12287.234436950002
1059,56123.3184825
1060,43404.127516
1061,42467.556996
1062,78227.91110449997
1063,36243.500735
1064,22655.286117999996
1065,85381.89161
1066,52517.98356
1067,47785.144464
1068,63643.4679625
1069,158494.3838715
1070,68283.106715
1071,43897.883676499994
1072,15169.211907050001
1073,62139.872892
1074,119526.57551849999
1075,6766.51420095
1076,95270.04232100002
1077,136687.50654600002
1078,29763.544822000003
1079,267204.90902499994
1080,178511.47726999997
1081,32543.969872999995
1082,94724.463136
1083,42161.61178600001
1084,48657.3841055
1085,38441.218378499994
1086,66357.422972
1087,50114.371002
1088,25364.3882245
1089,45168.6683645
1090,79213.4076105
1091,22293.651626750005
1092,208247.51026100005
1093,503564.96611000004
1094,34241.80142850001
1095,376767.85196500004
1096,29332.045182049995
1097,51936.58251199999
1098,66538.359147
1099,48860.2353935
1100,158221.4937235
1101,177690.61414
1102,28354.4507156
1103,39808.00323349999
1104,206032.120188
1105,14370.914775149999
1106,47298.05097950001
1107,336551.25302
1108,190941.47265299998
1109,45088.915108500005
1110,19820.64220505
1111,14644.014716900001
1112,72585.85819700001
1113,126505.7464525
1114,127312.14766700003
1115,19629.957695999994
1116,68786.04116400001
1117,105928.184219
1118,74816.17571399998
1119,102987.238149
1120,49239.96854349999
1121,117665.1243065
1122,83045.007557
1123,206505.43592100003
1124,7148.175552999999
1125,113055.62284499996
1126,81291.333112
1127,38307.7553015
1128,140666.947648
1129,554536.958995
1130,17433.8870363
1131,145910.65858599998
1132,112206.59175149999
1133,70195.92364700002
1134,13548.737122150002
1135,173853.76743300003
1136,117737.08061849998
1137,48329.875341000006
1138,109915.210351
1139,84809.80363949998
1140,330782.10244499997
1141,84969.99134349999
1142,81008.62427799999
1143,23146.16115425
1144,74818.831475
1145,75830.8431155
1146,192207.926442
1147,74618.1246155
1148,11482.06385545
1149,58535.3493275
1150,269979.19415
1151,73670.865174
1152,59642.471162999995
1153,24152.518296499995
1154,159643.50257
1155,34244.515641499995
1156,29532.003469
1157,37768.320839
1158,42436.393968000004
1159,124252.446352
1160,83839.17618050004
1161,50822.2884405
1162,804172.1006550002
1163,144310.669376
1164,33204.592169999996
1165,232250.70177
1166,17240.542026000003
1167,275841.96397499996
1168,47015.261319499994
1169,28595.250458000002
1170,44998.00528399999
1171,186557.81415000002
1172,15117.756724350003
1173,85944.22255449998
1174,28400.40905149999
1175,58161.276603000006
1176,164334.82516699994
1177,52004.07545599999
1178,124257.83086300001
1179,22116.497270300002
1180,85478.62339250001
1181,57299.187416000015
1182,61184.774846999986
1183,66465.9388025
1184,36741.4809255
1185,9308.429696199999
1186,28920.094690249993
1187,44218.4325435
1188,25811.598147000004
1189,27441.423271
1190,37350.473412999985
1191,101566.12756799998
1192,141926.32253499998
1193,198207.54479
1194,13198.105980350001
1195,124183.03095199999
1196,16951.707192100002
1197,13866.0341523
1198,30172.243646999996
1199,93572.9212935
1200,68911.9198625
1201,179629.868553
1202,34046.498501
1203,595641.1631149999
1204,82595.82399199999
1205,39127.249161
1206,21442.3997325
1207,34588.0399745
1208,11339.123469500002
1209,25181.261495
1210,86737.53023950002
1211,536072.202
1212,87013.61026700001
1213,25384.022313999994
1214,180208.44865150002
1215,103288.2144525
1216,93033.52151450003
1217,49302.6148845
1218,87818.737939
1219,64623.647068000006
1220,32004.796966999995
1221,73676.62670649998
1222,66720.6991935
1223,18101.3933725
1224,84181.0376265
1225,6506.4719491000005
1226,160853.16410099997
1227,15870.735435
1228,8970.872494649999
1229,135096.96951
1230,26411.255461500004
1231,65458.59893850001
1232,36969.4861965
1233,54075.817362000016
1234,32287.990186499992
1235,5432.984821535
1236,31611.409282
1237,34517.199442000005
1238,237330.81281299997
1239,64351.5631975
1240,39253.6226865
1241,174643.86392799998
1242,43906.780341499994
1243,227792.69228499997
1244,74278.4832405
1245,30453.40996150001
1246,91277.546399
1247,102175.51617500001
1248,145632.9606185
1249,62124.21680950001
1250,38500.923858999995
1251,67228.78844950002
1252,75153.571799
1253,52008.69055749999
1254,75484.218578
1255,80198.84509850002
1256,232924.26786499997
1257,84834.341548
1258,27663.830059999997
1259,14652.252014700003
1260,50093.05881999999
1261,147724.344425
1262,25012.887712999996
1263,150060.6896205
1264,34799.1979725
1265,27658.54069350001
1266,106849.41176250002
1267,38324.4523895
1268,68564.052008
1269,542528.5040150001
1270,82378.63844565
1271,66801.51077899999
1272,167810.35214349997
1273,76740.1878015
1274,190365.88117500002
1275,26883.8576375
1276,27801.513907000004
1277,201064.07158100003
1278,31609.0195175
1279,58224.64780499999
1280,111465.5844425
1281,18666.2632256
1282,8975.344002449998
1283,8137.497844768499
1284,317814.38751500007
1285,74864.09855299999
1286,108832.09384050002
1287,126209.38616850006
1288,40504.13002
1289,51190.493865
1290,381042.92406
1291,30829.689895499992
1292,40918.4424145
1293,197455.03607250002
1294,104235.17520450002
1295,76533.45439150001
1296,30392.0261755
1297,33353.349670999996
1298,252739.47355549998
1299,10802.225764799998
1300,26322.9226615
1301,319076.139065
1302,25406.439555000004
1303,37427.8863655
1304,59215.43057499999
1305,54518.58534199999
1306,59399.248496
1307,20086.369120000003
1308,167414.44707999998
1309,70434.571721
1310,181763.86757499998
1311,38281.0593
1312,31107.048835499998
1313,144115.6158455
1314,38821.092434000006
1315,51649.563805000005
1316,24681.708736499997
1317,80608.892243
1318,30024.843593000005
1319,196444.53569
1320,17834.0131882
1321,91260.065514
1322,42319.7397445
1323,78535.698015
1324,20631.8878854
1325,28034.959039849997
1326,110799.206721
1327,28345.105907
1328,50810.28317400001
1329,46173.0950475
1330,8512.33582365
1331,9706.793850799999
1332,24023.812627500003
1333,55387.68347750001
1334,7760.676472599999
1335,389870.3262650001
1336,148800.761228
1337,11431.445885250001
1338,45791.17759800001
1339,192345.455377
1340,26477.253653
1341,8063.60873705
1342,90649.89735300002
1343,9485.389350700001
1344,54351.88778950002
1345,24244.368210499997
1346,36553.613395000015
1347,154925.8303875
1348,69368.74846249998
1349,22095.735431749996
1350,10251.617262999998
1351,11856.6334612
1352,36418.599661999986
1353,76074.95170849998
1354,104608.13736149999
1355,41854.4796515
1356,46090.250685000006
1357,112374.13172999998
1358,49564.347476999996
1359,114498.75264699999
1360,36365.76459
1361,112523.194078
1362,83365.11796850001
1363,11405.184059750001
1364,93446.8609515
1365,4422.0793999299985
1366,111619.01779
1367,116676.78231000001
1368,136792.676491
1369,54867.392384000006
1370,80423.9413345
1371,84919.2989485
1372,26499.951460999997
1373,56864.90179200001
1374,29186.82713
1375,86921.47195400001
1376,17856.4031222
1377,216792.62980999998
1378,27972.994067050004
1379,154017.51862750002
1380,231276.36321000004
1381,177260.28677500007
1382,96852.606872
1383,27040.167584000003
1384,96843.5949495
1385,170755.18484950002
1386,30306.259310999994
1387,153344.310623
1388,180806.664245
1389,31777.236216999998
1390,183051.67375500003
1391,180229.3950025
1392,32177.6122045
1393,163283.327995
1394,86184.7821895
1395,22319.059876500007
1396,174259.69435499999
1397,25804.936945499998
1398,8054.375586599999
1399,51579.6083675
1400,17457.016257
1401,70630.59761550001
1402,10632.40224185
1403,22845.530096099996
1404,13883.307615649997
1405,52587.4601775
1406,394690.840375
1407,27180.216538
1408,562381.139635
1409,266375.5022849999
1410,18713.3001495
1411,50163.0543555
1412,30927.54080950001
1413,205739.565
1414,114100.652911
1415,77085.44043700001
1416,4408.581137015
1417,39387.352963499994
1418,45525.367286500004
1419,287700.19544000004
1420,50220.12644149999
1421,35431.5388125
1422,85288.6912225
1423,350799.312242
1424,296810.61332999996
1425,35183.346588500004
1426,19189.381280000005
1427,22182.82116195
1428,123194.98349400001
1429,54064.658631000006
1430,48989.567597500005
1431,43593.326209999985
1432,215306.79238099995
1433,160077.1004455
1434,161123.80754649997
1435,126898.641481
1436,189579.701163
1437,86303.76809150001
1438,33835.5657215
1439,33709.08547515001
1440,9852.6160479
1441,24985.7733625
1442,151625.48930649998
1443,29953.979870500003
1444,32124.2497429
1445,56545.12907600001
1446,106638.5489395
1447,14312.1340677
1448,170586.52243
